image_id,ground_truth,predicted_grade,raw_confidence,split,probability_0,probability_1,probability_2,probability_3,probability_4
e85d410d6836,2,2,0.5979,test,0.044,0.0439,0.5979,0.223,0.0913
3ac92ac3d65a,0,0,0.732,test,0.732,0.0079,0.0652,0.0513,0.1436
dd3dad6ca78f,3,3,0.7432,test,0.0068,0.0047,0.0584,0.7432,0.1868
58af2c054ced,0,0,0.9651,test,0.9651,0.0083,0.0127,0.0053,0.0085
3748349334f6,2,2,0.4123,test,0.0466,0.065,0.4123,0.1992,0.2769
86b3a7929bec,2,4,0.3301,test,0.0943,0.0089,0.2598,0.3068,0.3301
d02b79fc3200,0,0,0.9935,test,0.9935,0.0013,0.0027,0.0011,0.0014
9c14ce27cbfc,0,0,0.8994,test,0.8994,0.0113,0.0231,0.0076,0.0585
ef8109305128,1,4,0.5364,test,0.0176,0.0194,0.1721,0.2545,0.5364
a5c9a8c726b2,4,3,0.5114,test,0.0543,0.0061,0.163,0.5114,0.2652
2cacdb0dffae,0,0,0.9461,test,0.9461,0.0099,0.021,0.0096,0.0134
8ed586c43023,0,0,0.9871,test,0.9871,0.0039,0.0042,0.0014,0.0035
6e018411ba4a,0,0,0.9573,test,0.9573,0.0184,0.0158,0.0048,0.0037
8273fdb4405e,1,2,0.4683,test,0.2137,0.0813,0.4683,0.0302,0.2066
eba3acc42197,1,1,0.3384,test,0.0594,0.3384,0.3089,0.05,0.2434
7270367410a1,4,2,0.4418,test,0.0281,0.0621,0.4418,0.1629,0.3051
7c2e852171c0,0,0,0.9691,test,0.9691,0.0108,0.0107,0.004,0.0054
8a759f94613a,2,2,0.4187,test,0.1638,0.0551,0.4187,0.1651,0.1973
0a85a1e8f9e9,0,0,0.879,test,0.879,0.0096,0.0593,0.0328,0.0193
a44345b27804,0,0,0.9436,test,0.9436,0.0227,0.021,0.007,0.0057
43823561c3f0,0,0,0.9233,test,0.9233,0.0031,0.0118,0.021,0.0408
a08a0133754a,0,0,0.4583,test,0.4583,0.0568,0.129,0.1081,0.2479
29192375ab1b,0,0,0.9077,test,0.9077,0.0366,0.0244,0.0091,0.0221
299086c6d1b5,3,3,0.6283,test,0.0058,0.0073,0.2406,0.6283,0.118
bf1b7e21e774,2,2,0.4352,test,0.0337,0.0399,0.4352,0.2815,0.2097
501c319f7a9f,0,0,0.9378,test,0.9378,0.0137,0.024,0.0059,0.0186
e3a7671f787b,2,2,0.5024,test,0.011,0.0278,0.5024,0.1348,0.324
e5f73f2855c0,0,0,0.7836,test,0.7836,0.0739,0.0619,0.0307,0.0499
3cdda8b3df19,2,2,0.3159,test,0.0457,0.1418,0.3159,0.2628,0.2338
ad944bd56bb6,0,0,0.9702,test,0.9702,0.0022,0.0048,0.0051,0.0177
8d62ba9cb22a,2,3,0.4532,test,0.072,0.0151,0.311,0.4532,0.1488
99c6a123ed6a,0,0,0.9834,test,0.9834,0.0041,0.0046,0.0021,0.0058
15f8d769935c,0,0,0.9673,test,0.9673,0.0107,0.0118,0.0037,0.0065
531b39880c32,1,2,0.715,test,0.0447,0.0851,0.715,0.0936,0.0616
cb02bb47fdc5,0,1,0.3933,test,0.2554,0.3933,0.219,0.0218,0.1106
39fd8ef3a45c,0,0,0.9756,test,0.9756,0.0082,0.0072,0.0042,0.0048
9f37c98b8187,3,3,0.6435,test,0.0006,0.0024,0.128,0.6435,0.2255
1116271db4ea,1,2,0.5742,test,0.0402,0.055,0.5742,0.1847,0.1458
98104c8c67eb,2,2,0.5006,test,0.0022,0.0148,0.5006,0.2516,0.2308
6181aa9f75f4,3,3,0.6707,test,0.001,0.0058,0.2375,0.6707,0.085
bdff5d8bddf8,4,2,0.4218,test,0.028,0.0395,0.4218,0.3419,0.1688
973b0facfa9b,0,0,0.9835,test,0.9835,0.007,0.0058,0.0022,0.0015
5ba156a35ff2,0,0,0.9723,test,0.9723,0.0078,0.0076,0.0038,0.0085
04a6fc58dabc,2,3,0.6064,test,0.0032,0.016,0.2347,0.6064,0.1397
0f96c358a250,3,3,0.6281,test,0.0024,0.0049,0.1344,0.6281,0.2301
cb2f3c5d71a7,1,0,0.5989,test,0.5989,0.0114,0.2615,0.0812,0.047
b2aaa81cc8f0,2,2,0.5898,test,0.2381,0.0148,0.5898,0.0511,0.1062
1891698febce,0,0,0.9175,test,0.9175,0.0438,0.0237,0.0046,0.0104
2af1bf226f51,2,2,0.4495,test,0.0315,0.0066,0.4495,0.3752,0.1372
9a326446c431,0,0,0.4513,test,0.4513,0.1075,0.2573,0.0559,0.1279
40dd4e6e4444,0,0,0.9747,test,0.9747,0.001,0.0057,0.0024,0.0161
a19507501b40,2,0,0.4263,test,0.4263,0.0596,0.2413,0.2291,0.0436
a821b6ecef33,0,0,0.9985,test,0.9985,0.0001,0.0004,0.0005,0.0004
2b074afdf626,2,0,0.3802,test,0.3802,0.2631,0.16,0.0375,0.1592
3323fd59782e,0,0,0.9149,test,0.9149,0.0344,0.023,0.0079,0.0198
0ada12c0e78f,4,2,0.4486,test,0.0078,0.0067,0.4486,0.1111,0.4257
dee687c6e88a,2,2,0.4551,test,0.1614,0.0218,0.4551,0.1735,0.1882
8af50c9d0a86,0,0,0.7073,test,0.7073,0.0931,0.1004,0.0253,0.0738
b17f0b81dab3,1,2,0.469,test,0.0484,0.3053,0.469,0.126,0.0513
48543037d0b3,2,2,0.5907,test,0.0013,0.0102,0.5907,0.248,0.1499
7ae69d22075a,1,0,0.8641,test,0.8641,0.0222,0.0512,0.0227,0.0397
165c548185f8,0,0,0.9959,test,0.9959,0.0014,0.0013,0.0008,0.0005
8bf2d925dc0c,0,0,0.9957,test,0.9957,0.001,0.0016,0.0006,0.0011
650104ede84c,0,0,0.9981,test,0.9981,0.0007,0.0006,0.0003,0.0003
74eee788edee,3,4,0.4941,test,0.0011,0.0119,0.0934,0.3995,0.4941
e5f332efcbc7,0,0,0.9563,test,0.9563,0.0069,0.0083,0.0186,0.0099
5486da4273d7,2,4,0.4783,test,0.0005,0.0054,0.2069,0.3089,0.4783
23175b7ef453,2,2,0.4755,test,0.029,0.0309,0.4755,0.2827,0.1819
5728b8aa98ef,0,0,0.9274,test,0.9274,0.0139,0.0257,0.015,0.018
ace2281f00c4,0,0,0.9748,test,0.9748,0.0036,0.0078,0.0087,0.0051
484dbeb9bf2a,0,0,0.9529,test,0.9529,0.0013,0.0047,0.0219,0.0193
dce73d90c00c,0,0,0.9485,test,0.9485,0.0153,0.0149,0.0065,0.0149
5bea250d8bf5,0,0,0.9272,test,0.9272,0.0157,0.02,0.0077,0.0293
81704925f759,0,0,0.7039,test,0.7039,0.0072,0.0175,0.0814,0.1901
a0267206d51e,2,2,0.5982,test,0.0043,0.0545,0.5982,0.2209,0.1221
a0445785e2f7,0,0,0.8136,test,0.8136,0.0051,0.0332,0.0422,0.1059
07596907347b,0,0,0.9239,test,0.9239,0.0096,0.0293,0.0202,0.0171
921433215353,2,4,0.3952,test,0.0254,0.0738,0.3747,0.1309,0.3952
37c4dfe03aba,4,3,0.5125,test,0.002,0.0613,0.158,0.5125,0.2662
8ee50c26fc13,0,0,0.9881,test,0.9881,0.0007,0.0042,0.0041,0.0029
a53d6d2472a6,0,0,0.9769,test,0.9769,0.0066,0.0092,0.0037,0.0036
c56293f53191,0,0,0.9879,test,0.9879,0.0027,0.006,0.0015,0.0019
191a711852bd,3,4,0.5444,test,0.002,0.0063,0.1024,0.3449,0.5444
7269a1d84a57,0,0,0.9888,test,0.9888,0.0013,0.0057,0.0026,0.0016
db690e2d02f8,1,2,0.5971,test,0.1674,0.0468,0.5971,0.0965,0.0921
0e43c8298fc0,0,0,0.9962,test,0.9962,0.0002,0.0011,0.0009,0.0016
c3789c1dab96,0,0,0.9844,test,0.9844,0.0008,0.0054,0.005,0.0044
1c578b72d7b3,2,2,0.4309,test,0.0136,0.0715,0.4309,0.2476,0.2363
ed88faaa325a,2,2,0.3994,test,0.0611,0.3182,0.3994,0.0594,0.1618
0ef4c61dc056,0,0,0.978,test,0.978,0.004,0.0101,0.0029,0.0051
bfefa7344e7d,4,4,0.476,test,0.0093,0.0077,0.0954,0.4115,0.476
7a77c3eb468c,0,0,0.9458,test,0.9458,0.0133,0.022,0.0048,0.0142
9287e57326d0,0,0,0.9933,test,0.9933,0.0006,0.0013,0.0012,0.0035
9b70f84400af,0,0,0.8893,test,0.8893,0.0272,0.0258,0.0327,0.0251
a56729de89e9,2,2,0.4805,test,0.0109,0.0347,0.4805,0.1201,0.3538
f7defe70afc3,0,0,0.8499,test,0.8499,0.0337,0.0424,0.0089,0.0651
7356dd08b0ae,2,3,0.5654,test,0.0005,0.0168,0.2792,0.5654,0.138
84b4da14bc23,0,0,0.9445,test,0.9445,0.0185,0.024,0.0045,0.0085
80a02014b418,1,2,0.3039,test,0.0947,0.2071,0.3039,0.1154,0.279
c5a6f432a1ec,0,0,0.9914,test,0.9914,0.0007,0.0013,0.0024,0.0043
5090917a2676,1,0,0.5212,test,0.5212,0.1597,0.1478,0.0623,0.1089
e16af45285e5,0,0,0.9668,test,0.9668,0.008,0.0147,0.0065,0.0039
dec5595e6154,0,0,0.9865,test,0.9865,0.0022,0.0059,0.0029,0.0025
5152bf091152,2,2,0.4003,test,0.0371,0.1234,0.4003,0.1481,0.2911
8c84e96d9b01,0,0,0.9534,test,0.9534,0.0095,0.0183,0.0076,0.0113
ffcf7b45f213,2,3,0.4772,test,0.0056,0.0156,0.2281,0.4772,0.2735
b06dabab4f09,2,4,0.4343,test,0.1066,0.0381,0.2236,0.1974,0.4343
2463bb04ebc3,2,2,0.5251,test,0.0795,0.0362,0.5251,0.1125,0.2468
bf7047dc683c,2,3,0.6475,test,0.0008,0.0155,0.2338,0.6475,0.1024
4661006f3ba6,1,2,0.4412,test,0.0399,0.1719,0.4412,0.1876,0.1594
4d9fc85a8259,3,3,0.5309,test,0.0003,0.0052,0.0886,0.5309,0.375
baaca2f7e1f0,0,0,0.7757,test,0.7757,0.0413,0.1135,0.0309,0.0385
878e356c8fc9,0,0,0.9707,test,0.9707,0.0039,0.0127,0.0069,0.0058
4318b6adeb97,0,0,0.9547,test,0.9547,0.0034,0.0185,0.0053,0.0182
d994203deb64,2,3,0.5691,test,0.0012,0.0064,0.2642,0.5691,0.159
2fdffb6160a6,2,2,0.5823,test,0.0112,0.03,0.5823,0.2171,0.1594
9d74428188bb,2,2,0.3695,test,0.0681,0.061,0.3695,0.2208,0.2806
aad0c0ee9268,2,4,0.3977,test,0.0483,0.0277,0.2839,0.2424,0.3977
540e4973829e,0,0,0.9688,test,0.9688,0.002,0.0087,0.009,0.0114
12ae44be0d38,0,4,0.4492,test,0.1628,0.116,0.1367,0.1354,0.4492
655cafb4c932,1,4,0.4172,test,0.0891,0.0634,0.3307,0.0996,0.4172
261c6bd63bff,2,2,0.5733,test,0.0105,0.0277,0.5733,0.2409,0.1476
55968f0e63c4,0,0,0.8824,test,0.8824,0.0418,0.041,0.0123,0.0226
94b9ccc73bb9,0,0,0.9733,test,0.9733,0.0037,0.0049,0.0028,0.0153
bac1744955c2,0,0,0.9958,test,0.9958,0.0012,0.0017,0.0005,0.0008
2735be026d44,2,4,0.3382,test,0.0012,0.0048,0.3246,0.3311,0.3382
6061f5b7378d,3,3,0.5057,test,0.0099,0.0124,0.1943,0.5057,0.2776
aea59ebec445,3,3,0.6409,test,0.001,0.0073,0.0948,0.6409,0.2561
8a25a080f28f,1,3,0.3634,test,0.0553,0.0264,0.2768,0.3634,0.2781
1df1530b9b8d,0,0,0.9883,test,0.9883,0.0028,0.0045,0.0024,0.002
19ef4d292196,4,4,0.5355,test,0.0616,0.0349,0.0661,0.3018,0.5355
1d29cb2f4296,0,0,0.617,test,0.617,0.0497,0.1552,0.0685,0.1096
1b495ac025b7,3,3,0.439,test,0.0092,0.0194,0.1934,0.439,0.3391
cff262ed8f4c,0,0,0.8841,test,0.8841,0.0075,0.0395,0.0115,0.0573
d3be5346684b,2,2,0.5192,test,0.1071,0.0282,0.5192,0.1801,0.1654
e229aca862c7,2,3,0.4874,test,0.0128,0.0128,0.3328,0.4874,0.1542
b187b3c93afb,2,2,0.5662,test,0.0044,0.0155,0.5662,0.2294,0.1844
c96f743915b5,1,2,0.497,test,0.0041,0.1202,0.497,0.1086,0.2701
6e1db8711879,0,0,0.984,test,0.984,0.0007,0.0039,0.0056,0.0058
7fc3a8bb40de,0,0,0.9933,test,0.9933,0.0024,0.0025,0.001,0.0007
1943983492e5,2,2,0.375,test,0.0449,0.0724,0.375,0.2362,0.2716
9f4132bd6ed6,2,0,0.4426,test,0.4426,0.0576,0.2672,0.127,0.1057
ca360bec5851,2,4,0.4943,test,0.0022,0.0195,0.1623,0.3217,0.4943
c9ea9d5eab65,3,3,0.6792,test,0.0031,0.0057,0.1907,0.6792,0.1214
e2c3b037413b,0,2,0.3054,test,0.2269,0.2712,0.3054,0.0415,0.155
daad7b617f21,0,0,0.3597,test,0.3597,0.0234,0.294,0.2523,0.0706
475300735b7f,0,0,0.9771,test,0.9771,0.0054,0.0112,0.0037,0.0026
b13d72ceea26,2,2,0.3897,test,0.0166,0.0056,0.3897,0.3447,0.2435
4bd941611343,4,4,0.3772,test,0.0386,0.0756,0.2478,0.2608,0.3772
2923971566fe,0,2,0.3387,test,0.0747,0.2962,0.3387,0.0593,0.2311
2a8a9e957a6c,1,2,0.5252,test,0.0154,0.0484,0.5252,0.1441,0.2668
fb88d23fc5fe,0,0,0.9325,test,0.9325,0.0138,0.0222,0.0089,0.0226
a8dea22ef903,0,0,0.9833,test,0.9833,0.0031,0.0089,0.0028,0.0019
b87f9c59748b,4,4,0.5349,test,0.0421,0.0278,0.1874,0.2078,0.5349
4958bfcc9f38,0,0,0.8291,test,0.8291,0.0439,0.0688,0.0193,0.0389
8f10e41a2f02,0,0,0.4877,test,0.4877,0.1376,0.0999,0.0325,0.2421
910bfd38e2f5,3,4,0.5676,test,0.0065,0.0043,0.1229,0.2987,0.5676
d2c5fb82fe5f,0,0,0.978,test,0.978,0.0013,0.0018,0.0013,0.0175
8db2ce991101,4,3,0.5091,test,0.0016,0.0078,0.3696,0.5091,0.112
22a6da005395,1,0,0.3171,test,0.3171,0.2359,0.2478,0.0469,0.1523
ccea49708830,0,0,0.9633,test,0.9633,0.0022,0.0073,0.0078,0.0194
6377e23928f6,1,2,0.4724,test,0.0252,0.1579,0.4724,0.0848,0.2597
b640e3bdff75,1,2,0.2874,test,0.2063,0.2212,0.2874,0.0926,0.1926
278aa860dffd,1,1,0.4152,test,0.1554,0.4152,0.2916,0.0502,0.0876
c704bd669f36,0,0,0.9731,test,0.9731,0.0122,0.0079,0.0025,0.0043
df8365d6ac33,2,3,0.5832,test,0.0006,0.0067,0.3287,0.5832,0.0808
ce8d2efd9d4f,0,0,0.9809,test,0.9809,0.005,0.0066,0.0043,0.0032
09f1111a388a,0,0,0.844,test,0.844,0.0128,0.0547,0.0368,0.0518
51405d042000,2,4,0.3744,test,0.0047,0.0117,0.2461,0.3631,0.3744
46c1548d730e,2,3,0.3979,test,0.0157,0.0173,0.2137,0.3979,0.3554
77a1f1398fdb,0,0,0.8773,test,0.8773,0.0214,0.0621,0.0222,0.017
33d72035c27a,0,0,0.9781,test,0.9781,0.0016,0.0036,0.0025,0.0142
144a1a426137,2,0,0.8843,test,0.8843,0.0298,0.0524,0.0138,0.0196
7ec1ffe8220b,2,3,0.7693,test,0.0021,0.0017,0.1338,0.7693,0.0931
4d009cebabc9,2,2,0.3886,test,0.0036,0.0208,0.3886,0.2786,0.3084
2c77bf969079,0,0,0.8738,test,0.8738,0.0303,0.0586,0.0093,0.028
f994a3b07935,0,0,0.6565,test,0.6565,0.0771,0.0597,0.0339,0.1729
f080a22008be,3,3,0.5647,test,0.004,0.0063,0.1506,0.5647,0.2743
ac2c814949f9,2,2,0.6355,test,0.0688,0.0239,0.6355,0.099,0.1728
c5431b81cbc9,2,3,0.6493,test,0.0019,0.0031,0.2432,0.6493,0.1025
975252e325e3,2,0,0.4149,test,0.4149,0.144,0.1614,0.1222,0.1574
cf0575534cec,1,3,0.4869,test,0.0044,0.0142,0.3269,0.4869,0.1676
19545647508e,0,0,0.6969,test,0.6969,0.029,0.0827,0.0681,0.1233
7d1b40fdbd86,2,0,0.54,test,0.54,0.0245,0.2765,0.1002,0.0589
91b7a4179ecf,0,0,0.8278,test,0.8278,0.0326,0.085,0.0282,0.0263
c3acf47700ea,2,3,0.6387,test,0.001,0.0039,0.2253,0.6387,0.131
5de4615a5161,0,0,0.9781,test,0.9781,0.0052,0.007,0.0025,0.0072
8c87bd748996,2,4,0.4621,test,0.0098,0.0169,0.0637,0.4475,0.4621
071435a218ec,2,4,0.3645,test,0.0022,0.0099,0.2963,0.3271,0.3645
07a2b8cabf6b,0,0,0.9868,test,0.9868,0.002,0.0055,0.0031,0.0026
1b398c0494d1,0,0,0.9807,test,0.9807,0.008,0.0076,0.0015,0.0022
eaa0dfbd5024,4,2,0.403,test,0.1573,0.1332,0.403,0.0965,0.2099
60f15dd68d30,4,3,0.5088,test,0.022,0.0082,0.0695,0.5088,0.3914
b3f31c371e59,0,0,0.9842,test,0.9842,0.0059,0.0051,0.0027,0.0022
61ac9b0dc6b9,2,2,0.5861,test,0.0052,0.0354,0.5861,0.2056,0.1677
53273d664cd8,0,0,0.9811,test,0.9811,0.0083,0.0046,0.0019,0.0041
b9fe7da14a32,0,0,0.9376,test,0.9376,0.0103,0.0145,0.0288,0.0088
92d9e9f08709,1,4,0.3426,test,0.0598,0.0877,0.2746,0.2354,0.3426
681c3c115684,2,2,0.587,test,0.0839,0.065,0.587,0.132,0.1321
bd06028eb7dd,0,0,0.9356,test,0.9356,0.0155,0.0266,0.0122,0.0102
e03a74e7d74f,0,0,0.9881,test,0.9881,0.0021,0.0035,0.0013,0.005
d6dbb0820ea5,0,0,0.969,test,0.969,0.005,0.0139,0.0053,0.0068
e9678824215d,0,0,0.939,test,0.939,0.0286,0.0125,0.0044,0.0155
c5a9ebef1517,3,3,0.8394,test,0.001,0.001,0.1041,0.8394,0.0545
00e4ddff966a,2,2,0.3779,test,0.0783,0.0429,0.3779,0.1753,0.3255
bd34a0639575,0,0,0.9854,test,0.9854,0.0048,0.006,0.002,0.0017
3206171db5be,4,2,0.3363,test,0.0413,0.0176,0.3363,0.271,0.3338
2fe06bedb2c4,4,4,0.4744,test,0.0558,0.0147,0.1149,0.3402,0.4744
39134907127a,2,3,0.626,test,0.0015,0.0018,0.1301,0.626,0.2405
38055d8b9f08,3,3,0.5359,test,0.0003,0.0016,0.1188,0.5359,0.3434
8ab8d9b3ce3f,2,3,0.486,test,0.009,0.0097,0.3697,0.486,0.1256
ca05f7e7801b,0,0,0.8791,test,0.8791,0.056,0.0308,0.0104,0.0237
a0b7ad98df57,0,0,0.9674,test,0.9674,0.0072,0.0106,0.0029,0.0119
c3c8fdda50c0,0,0,0.9878,test,0.9878,0.0049,0.0039,0.0008,0.0026
393fa5a023a5,0,0,0.9205,test,0.9205,0.0211,0.0288,0.0077,0.0218
b927a9238434,2,2,0.5396,test,0.0027,0.0543,0.5396,0.1892,0.2142
f61bf44c677c,2,3,0.4065,test,0.0012,0.0102,0.247,0.4065,0.3352
8a482c024fc2,0,0,0.9269,test,0.9269,0.0181,0.0308,0.0078,0.0162
79ce83c07588,1,2,0.4509,test,0.0454,0.1576,0.4509,0.1622,0.1839
7f43becd3e83,0,0,0.8939,test,0.8939,0.0157,0.0321,0.0362,0.0221
ad3fc5076852,1,2,0.6411,test,0.0276,0.1056,0.6411,0.0791,0.1465
ab7991df166b,0,0,0.749,test,0.749,0.0356,0.1304,0.0258,0.0593
535682537302,0,0,0.9743,test,0.9743,0.0083,0.0094,0.0031,0.0049
8dba09a4e5ed,2,3,0.4525,test,0.0062,0.0069,0.2273,0.4525,0.3071
7b87b0015282,0,0,0.9913,test,0.9913,0.0024,0.0041,0.0012,0.001
4ef0b485a7da,2,3,0.3435,test,0.0312,0.0157,0.3103,0.3435,0.2992
664b1f9a2087,4,3,0.4841,test,0.0032,0.005,0.3654,0.4841,0.1422
a528be013a04,0,0,0.9565,test,0.9565,0.0108,0.0162,0.0063,0.0102
17d7d6b092f4,0,0,0.9672,test,0.9672,0.0031,0.0079,0.0018,0.02
5a091e8cd95c,1,1,0.382,test,0.1104,0.382,0.297,0.0846,0.1259
d7bc00091cfc,0,0,0.9862,test,0.9862,0.0024,0.0058,0.0023,0.0033
19244004583f,3,4,0.5923,test,0.0018,0.0141,0.1475,0.2443,0.5923
07f5d7baf907,0,0,0.8146,test,0.8146,0.0497,0.0506,0.0291,0.056
76e589911303,1,0,0.4189,test,0.4189,0.138,0.2346,0.0749,0.1337
fa9f1bc03f21,0,0,0.9941,test,0.9941,0.0023,0.0019,0.0009,0.0009
1d46f1326394,0,0,0.6005,test,0.6005,0.1362,0.0926,0.0626,0.1081
f2094a20b275,2,2,0.3443,test,0.2375,0.2034,0.3443,0.1126,0.1022
441affbe99aa,2,3,0.6129,test,0.0006,0.0096,0.2586,0.6129,0.1182
